id,countryname_x,countrycode,totalamt,year,countryname_y,gdp,population
P006760,Republic of Colombia,COL,13500000,1979,Colombia,27940411250.2732,27113512.0
P007962,Republic of Peru,PER,115000000,1979,Peru,15962459447.2168,16924753.0
P009754,Republic of India,IND,48000000,1979,India,150950826964.424,680915804.0
P010130,Democratic Socialist Republic of Sri Lan,LKA,16500000,1979,Sri Lanka,3364611432.24149,14788607.0
P000804,Republic of The Gambia,GMB,5000000,1979,"Gambia, The",207114382.546071,585157.0
P002201,Republic of Rwanda,RWA,5200000,1979,Rwanda,1109346220.52885,4968074.0
P002305,Republic of Senegal,SEN,2500000,1979,Senegal,3226678628.31043,5448110.0
P003779,Republic of Indonesia,IDN,50000000,1979,Indonesia,51400186379.3028,144053518.0
P003782,Republic of Indonesia,IDN,42000000,1979,Indonesia,51400186379.3028,144053518.0
P003787,Republic of Indonesia,IDN,10000000,1979,Indonesia,51400186379.3028,144053518.0
P004703,Kingdom of Thailand,THA,80000000,1979,Thailand,27371699082.7126,46412307.0
P007280,Republic of Haiti,HTI,16500000,1979,Haiti,814067900.0,5566266.0
P008123,Oriental Republic of Uruguay,URY,26500000,1979,Uruguay,7181185277.986509,2896023.0
P005255,Hashemite Kingdom of Jordan,JOR,15000000,1979,Jordan,3271728271.72827,2299655.0
P005385,Kingdom of Morocco,MAR,25000000,1979,Morocco,15912133569.2852,19543347.0
P007555,United Mexican States,MEX,80000000,1979,Mexico,134561403508.77199,67709689.0
P001268,Republic of Kenya,KEN,90000000,1979,Kenya,6234390975.27091,15662852.0
P005386,Kingdom of Morocco,MAR,113000000,1979,Morocco,15912133569.2852,19543347.0
P005557,Syrian Arab Republic,SYR,30000000,1979,Syrian Arab Republic,9929682184.327179,8625690.0
P006072,Barbados,BRB,8000000,1979,Barbados,793011830.762368,251177.0
P000442,Central African Republic,CAF,2500000,1979,Central African Republic,700764892.704831,2218575.0
P009317,Islamic  Republic of Afghanistan,AFG,21000000,1979,Afghanistan,3697940409.6109796,13306695.0
P009391,People's Republic of Bangladesh,BGD,6000000,1979,Bangladesh,15565480321.9448,79236776.0
P009743,Republic of India,IND,129000000,1979,India,150950826964.424,680915804.0
P010128,Islamic Republic of Pakistan,PAK,10000000,1979,Pakistan,19707979303.0303,75567682.0
P010129,Democratic Socialist Republic of Sri Lan,LKA,20000000,1979,Sri Lanka,3364611432.24149,14788607.0
P001266,Republic of Kenya,KEN,20000000,1979,Kenya,6234390975.27091,15662852.0
P001824,Islamic Republic of Mauritania,MRT,8000000,1979,Mauritania,644070364.888441,1490603.0
P002039,Federal Republic of Nigeria,NGA,31000000,1979,Nigeria,47259911894.2731,71391290.0
P005935,Argentine Republic,ARG,96000000,1979,Argentina,69252330274.1362,27684534.0
P009185,Socialist Federal Republic of Yugoslavia,,148000000,1979,,,
P004084,Republic of Korea,KOR,29000000,1979,"Korea, Rep.",66567975206.6116,37534236.0
P005631,Republic of Tunisia,TUN,26500000,1979,Tunisia,7188191881.91882,6205212.0
P007868,Republic of Paraguay,PRY,25000000,1979,Paraguay,3135123879.36508,3094482.0
P001382,Kingdom of Lesotho,LSO,6000000,1979,Lesotho,290142517.814727,1276663.0
P001949,Republic of Niger,NER,10000000,1979,Niger,2109277663.09748,5818506.0
P002037,Federal Republic of Nigeria,NGA,27000000,1979,Nigeria,47259911894.2731,71391290.0
P002038,Federal Republic of Nigeria,NGA,23000000,1979,Nigeria,47259911894.2731,71391290.0
P004086,Republic of Korea,KOR,125000000,1979,"Korea, Rep.",66567975206.6116,37534236.0
P007356,Republic of Honduras,HND,19500000,1979,Honduras,2251499950.0,3566665.0
P007556,United Mexican States,MEX,120000000,1979,Mexico,134561403508.77199,67709689.0
P007807,Republic of Panama,PAN,19000000,1979,Panama,3704551600.0,1931389.0
P008708,Romania,ROU,75000000,1979,Romania,202701845156.464,22090488.0
P008709,Romania,ROU,70000000,1979,Romania,202701845156.464,22090488.0
P001381,Kingdom of Lesotho,LSO,9000000,1979,Lesotho,290142517.814727,1276663.0
P001948,Republic of Niger,NER,12000000,1979,Niger,2109277663.09748,5818506.0
P002304,Republic of Senegal,SEN,7000000,1979,Senegal,3226678628.31043,5448110.0
P001125,Republic of Cote d'Ivoire,CIV,12600000,1979,Cote d'Ivoire,9142935857.947659,7934279.0
P001432,Republic of Liberia,LBR,10700000,1979,Liberia,814067900.0,1826881.0
P001483,Republic of Madagascar,MDG,12000000,1979,Madagascar,3463565881.42486,8469672.0
P001702,Republic of Mali,MLI,4500000,1979,Mali,1595423285.64659,6956579.0
P002577,Republic of the Sudan,SDN,41000000,1979,Sudan,9032250000.0,14002303.0
P004468,Republic of the Philippines,PHL,100000000,1979,Philippines,27502168726.9573,46113995.0
P004704,Kingdom of Thailand,THA,16700000,1979,Thailand,27371699082.7126,46412307.0
P005771,Republic of Yemen,YEM,15000000,1979,"Yemen, Rep.",57647268408.5511,7821552.0
P006297,Federative Republic of Brazil,BRA,98000000,1979,Brazil,793011830.762368,118342626.0
P003349,Republic of the Union of Myanmar,MMR,4500000,1979,Myanmar,644070364.888441,32613888.0
P007354,Republic of Honduras,HND,15000000,1979,Honduras,2251499950.0,3566665.0
P008351,Republic of Cyprus,CYP,11000000,1979,Cyprus,1288715209.58084,680011.0
P000976,Republic of Guinea-Bissau,GNB,9000000,1979,Guinea-Bissau,118537875.13304399,792462.0
P004258,Malaysia,MYS,38000000,1979,Malaysia,21213672089.1976,13460201.0
P006302,Federative Republic of Brazil,BRA,100000000,1979,Brazil,793011830.762368,118342626.0
P006300,Federative Republic of Brazil,BRA,93000000,1979,Brazil,793011830.762368,118342626.0
P006985,Dominican Republic,DOM,27000000,1979,Dominican Republic,5498800100.0,5675931.0
P010127,Islamic Republic of Pakistan,PAK,60000000,1979,Pakistan,19707979303.0303,75567682.0
P002723,United Republic of Tanzania,TZA,20500000,1979,Tanzania,2139025000.0,18109884.0
P003785,Republic of Indonesia,IDN,54000000,1979,Indonesia,51400186379.3028,144053518.0
P008711,Romania,ROU,40000000,1979,Romania,202701845156.464,22090488.0
P008712,Romania,ROU,70000000,1979,Romania,202701845156.464,22090488.0
P002721,United Republic of Tanzania,TZA,60000000,1979,Tanzania,2139025000.0,18109884.0
P008631,Portuguese Republic,PRT,58000000,1979,Portugal,26625439344.2623,9661265.0
P009750,Republic of India,IND,250000000,1979,India,150950826964.424,680915804.0
P003174,Republic of Zambia,ZMB,5000000,1978,Zambia,2813375000.0,5501445.0
P003778,Republic of Indonesia,IDN,77000000,1978,Indonesia,51455719099.9207,140665856.0
P004463,Republic of the Philippines,PHL,16500000,1978,Philippines,22706155475.3048,44866273.0
P004469,Republic of the Philippines,PHL,32000000,1978,Philippines,22706155475.3048,44866273.0
P007057,Republic of Ecuador,ECU,18000000,1978,Ecuador,11922502170.6405,7571959.0
P007552,United Mexican States,MEX,60000000,1978,Mexico,102500000000.0,66039488.0
P009400,People's Republic of Bangladesh,BGD,10000000,1978,Bangladesh,13281767142.8571,77033846.0
P009742,Republic of India,IND,30000000,1978,India,135468782808.69,665502284.0
P001024,Republic of Guinea,GIN,1100000,1978,Guinea,78333384417.8432,4421134.0
P001025,Republic of Guinea,GIN,12500000,1978,Guinea,78333384417.8432,4421134.0
P003781,Republic of Indonesia,IDN,49000000,1978,Indonesia,51455719099.9207,140665856.0
P005014,Arab Republic of Egypt,EGY,40000000,1978,"Egypt, Arab Rep.",14849909490.6004,42004655.0
P006071,Barbados,BRB,9000000,1978,Barbados,654039198.238682,250032.0
P007808,Republic of Panama,PAN,15000000,1978,Panama,3244558600.0,1884515.0
P009395,People's Republic of Bangladesh,BGD,75000000,1978,Bangladesh,13281767142.8571,77033846.0
P010126,Islamic Republic of Pakistan,PAK,30000000,1978,Pakistan,17820100626.2626,73194937.0
P003173,Republic of Zambia,ZMB,6000000,1978,Zambia,2813375000.0,5501445.0
P004085,Republic of Korea,KOR,143000000,1978,"Korea, Rep.",51700619834.7107,36969185.0
P005859,Republic of Yemen,YEM,4000000,1978,"Yemen, Rep.",46737580496.7801,7536764.0
P009392,People's Republic of Bangladesh,BGD,19000000,1978,Bangladesh,13281767142.8571,77033846.0
P002720,United Republic of Tanzania,TZA,12000000,1978,Tanzania,2420260869.56522,17555494.0
P002722,United Republic of Tanzania,TZA,14000000,1978,Tanzania,2420260869.56522,17555494.0
P004464,Republic of the Philippines,PHL,21000000,1978,Philippines,22706155475.3048,44866273.0
P004705,Kingdom of Thailand,THA,16000000,1978,Thailand,24006570178.1561,45423436.0
P009746,Republic of India,IND,25000000,1978,India,135468782808.69,665502284.0
P001263,Republic of Kenya,KEN,13000000,1978,Kenya,5303734882.53446,15082994.0
P001264,Republic of Kenya,KEN,72000000,1978,Kenya,5303734882.53446,15082994.0
P001433,Republic of Liberia,LBR,8000000,1978,Liberia,717240400.0,1771256.0
P004083,Republic of Korea,KOR,100000000,1978,"Korea, Rep.",51700619834.7107,36969185.0
P001606,Republic of Malawi,MWI,22000000,1978,Malawi,949034016.830627,5806845.0
P008710,Romania,ROU,40000000,1978,Romania,165154589680.297,21951464.0
P001123,Republic of Cote d'Ivoire,CIV,7600000,1978,Cote d'Ivoire,7900524897.8644,7585914.0
P004255,Malaysia,MYS,26500000,1978,Malaysia,16358376511.2263,13123069.0
P005558,Syrian Arab Republic,SYR,21000000,1978,Syrian Arab Republic,9275203105.57946,8336418.0
P008922,Republic of Turkey,TUR,2500000,1978,Turkey,65147022485.7919,42039935.0
P004699,Kingdom of Thailand,THA,17500000,1978,Thailand,24006570178.1561,45423436.0
P006757,Republic of Colombia,COL,84000000,1978,Colombia,23263511958.0509,26502166.0
P007355,Republic of Honduras,HND,30500000,1978,Honduras,1929499950.0,3458104.0
P004465,Republic of the Philippines,PHL,35000000,1978,Philippines,22706155475.3048,44866273.0
P008923,Republic of Turkey,TUR,150000000,1978,Turkey,65147022485.7919,42039935.0
P001267,Republic of Kenya,KEN,9000000,1978,Kenya,5303734882.53446,15082994.0
P007963,Republic of Peru,PER,8800000,1978,Peru,12495779622.071001,16491083.0
P001701,Republic of Mali,MLI,4500000,1978,Mali,1222702356.1094599,6831295.0
P006759,Republic of Colombia,COL,61000000,1978,Colombia,23263511958.0509,26502166.0
P007235,Co-operative Republic of Guyana,GUY,10000000,1978,Guyana,507080000.0,770125.0
P007236,Co-operative Republic of Guyana,GUY,10000000,1978,Guyana,507080000.0,770125.0
P009745,Republic of India,IND,27000000,1978,India,135468782808.69,665502284.0
P010125,Nepal,NPL,14000000,1978,Nepal,1604162497.45945,14241403.0
P000582,Union of the Comoros,COM,5000000,1978,Comoros,3523208809.8016295,286634.0
P005017,Arab Republic of Egypt,EGY,25000000,1978,"Egypt, Arab Rep.",14849909490.6004,42004655.0
P009181,Socialist Federal Republic of Yugoslavia,,55000000,1978,,,
P001947,Republic of Niger,NER,15000000,1978,Niger,1774365587.8685102,5652355.0
P001023,Republic of Guinea,GIN,8000000,1978,Guinea,78333384417.8432,4421134.0
P004700,Kingdom of Thailand,THA,90000000,1978,Thailand,24006570178.1561,45423436.0
P009753,Republic of India,IND,38000000,1978,India,135468782808.69,665502284.0
P000443,Central African Republic,CAF,15500000,1978,Central African Republic,610578523.761178,2162249.0
P002657,Kingdom of Swaziland,SWZ,11000000,1978,Swaziland,340616375.34498596,567559.0
P004257,Malaysia,MYS,19500000,1978,Malaysia,16358376511.2263,13123069.0
P005254,Hashemite Kingdom of Jordan,JOR,35000000,1978,Jordan,2602748691.09948,2234594.0
P010124,Islamic Republic of Pakistan,PAK,55000000,1978,Pakistan,17820100626.2626,73194937.0
P004825,Socialist Republic of Vietnam,VNM,60000000,1978,Vietnam,8461942420903.99,52015281.0
P009182,Socialist Federal Republic of Yugoslavia,,82000000,1978,,,
P009744,Republic of India,IND,111000000,1978,India,135468782808.69,665502284.0
P009751,Republic of India,IND,190000000,1978,India,135468782808.69,665502284.0
P000496,Republic of Chad,TCD,7600000,1978,Chad,1113920122.61212,4335645.0
P004359,The Independent State of Papua New Guine,PNG,20000000,1978,Papua New Guinea,1947947524.3334699,3125034.0
P004471,Republic of the Philippines,PHL,88000000,1978,Philippines,22706155475.3048,44866273.0
P009752,Republic of India,IND,196000000,1978,India,135468782808.69,665502284.0
P001431,Republic of Liberia,LBR,6000000,1978,Liberia,717240400.0,1771256.0
P004702,Kingdom of Thailand,THA,4900000,1978,Thailand,24006570178.1561,45423436.0
P007551,United Mexican States,MEX,25000000,1978,Mexico,102500000000.0,66039488.0
P009183,Socialist Federal Republic of Yugoslavia,,40000000,1978,,,
P009184,Socialist Federal Republic of Yugoslavia,,60000000,1978,,,
P000073,Republic of Benin,BEN,8300000,1978,Benin,928843304.783965,3523938.0
P001607,Republic of Malawi,MWI,3000000,1978,Malawi,949034016.830627,5806845.0
P002455,Somali Democratic Republic,SOM,5500000,1978,Somalia,165071846557.88,5417740.0
P003348,Republic of the Union of Myanmar,MMR,34500000,1978,Myanmar,2669755115.5056896,31872230.0
P004259,Malaysia,MYS,17000000,1978,Malaysia,16358376511.2263,13123069.0
P005773,Republic of Yemen,YEM,10000000,1978,"Yemen, Rep.",46737580496.7801,7536764.0
P007423,Jamaica,JAM,7000000,1978,Jamaica,2644449232.29321,2105664.0
P009319,Islamic  Republic of Afghanistan,AFG,16500000,1978,Afghanistan,3300000108.88889,13237734.0
P002574,Republic of the Sudan,SDN,15000000,1978,Sudan,7670500000.0,13510421.0
P002716,United Republic of Tanzania,TZA,45000000,1978,Tanzania,2420260869.56522,17555494.0
P003772,Republic of Indonesia,IDN,65000000,1978,Indonesia,51455719099.9207,140665856.0
P005857,Republic of Yemen,YEM,1200000,1978,"Yemen, Rep.",46737580496.7801,7536764.0
P007189,Republic of Guatemala,GTM,72000000,1978,Guatemala,6070600200.0,6933906.0
P008920,Republic of Turkey,TUR,95000000,1978,Turkey,65147022485.7919,42039935.0
P005008,Arab Republic of Egypt,EGY,32000000,1978,"Egypt, Arab Rep.",14849909490.6004,42004655.0
P005012,Arab Republic of Egypt,EGY,14000000,1978,"Egypt, Arab Rep.",14849909490.6004,42004655.0
P005381,Kingdom of Morocco,MAR,65000000,1978,Morocco,13236854105.1672,19081718.0
P005628,Republic of Tunisia,TUN,32000000,1978,Tunisia,5968044209.51466,6054911.0
P005769,Republic of Yemen,YEM,7000000,1978,"Yemen, Rep.",46737580496.7801,7536764.0
P008627,Portuguese Republic,PRT,70000000,1978,Portugal,23489924726.2774,9558250.0
P001429,Republic of Liberia,LBR,10000000,1978,Liberia,717240400.0,1771256.0
P002035,Federal Republic of Nigeria,NGA,60000000,1978,Nigeria,36527862208.7133,69293550.0
P003679,Republic of Fiji,FJI,15000000,1978,Fiji,829239489.8441191,609345.0
P004888,People's Democratic Republic of Algeria,DZA,90000000,1978,Algeria,26364491313.4471,18212326.0
P006749,Republic of Colombia,COL,100000000,1978,Colombia,23263511958.0509,26502166.0
P006916,Republic of Costa Rica,CRI,15000000,1978,Costa Rica,3523208809.8016295,2266154.0
P003768,Republic of Indonesia,IDN,30000000,1978,Indonesia,51455719099.9207,140665856.0
P005856,Republic of Yemen,YEM,5000000,1978,"Yemen, Rep.",46737580496.7801,7536764.0
P006750,Republic of Colombia,COL,15000000,1978,Colombia,23263511958.0509,26502166.0
P008122,Oriental Republic of Uruguay,URY,9700000,1978,Uruguay,4910257282.93153,2875966.0
P009387,People's Republic of Bangladesh,BGD,6000000,1978,Bangladesh,13281767142.8571,77033846.0
P000072,Republic of Benin,BEN,11000000,1978,Benin,928843304.783965,3523938.0
P009725,Republic of India,IND,150000000,1978,India,135468782808.69,665502284.0
P009736,Republic of India,IND,120000000,1978,India,135468782808.69,665502284.0
P001604,Republic of Malawi,MWI,10700000,1978,Malawi,949034016.830627,5806845.0
P002034,Federal Republic of Nigeria,NGA,30000000,1978,Nigeria,36527862208.7133,69293550.0
P002451,Somali Democratic Republic,SOM,6000000,1978,Somalia,165071846557.88,5417740.0
P002452,Somali Democratic Republic,SOM,3000000,1978,Somalia,165071846557.88,5417740.0
P004251,Malaysia,MYS,28000000,1978,Malaysia,16358376511.2263,13123069.0
P006287,Federative Republic of Brazil,BRA,37000000,1978,Brazil,654039198.238682,115577669.0
P007234,Co-operative Republic of Guyana,GUY,10000000,1978,Guyana,507080000.0,770125.0
P008432,Hellenic Republic,GRC,30000000,1978,Greece,44270203153.9889,9429959.0
P001482,Republic of Madagascar,MDG,33000000,1978,Madagascar,2669755115.5056896,8230218.0
P006131,Plurinational State of Bolivia,BOL,25000000,1978,Bolivia,3758220889.55522,5350322.0
P008918,Republic of Turkey,TUR,24000000,1978,Turkey,65147022485.7919,42039935.0
P008919,Republic of Turkey,TUR,86000000,1978,Turkey,65147022485.7919,42039935.0
P010122,Democratic Socialist Republic of Sri Lan,LKA,4500000,1978,Sri Lanka,2733183856.5022397,14533376.0
P010123,Democratic Socialist Republic of Sri Lan,LKA,21000000,1978,Sri Lanka,2733183856.5022397,14533376.0
P000138,Republic of Botswana,BWA,8000000,1978,Botswana,590376720.598889,927585.0
P006752,Republic of Colombia,COL,126000000,1978,Colombia,23263511958.0509,26502166.0
P006753,Republic of Colombia,COL,50000000,1978,Colombia,23263511958.0509,26502166.0
P008707,Romania,ROU,60000000,1978,Romania,165154589680.297,21951464.0
P009727,Republic of India,IND,17500000,1978,India,135468782808.69,665502284.0
P009734,Republic of India,IND,16000000,1978,India,135468782808.69,665502284.0
P000802,Republic of The Gambia,GMB,3000000,1978,"Gambia, The",171836793.402694,567831.0
P001121,Republic of Cote d'Ivoire,CIV,33000000,1978,Cote d'Ivoire,7900524897.8644,7585914.0
P003769,Republic of Indonesia,IDN,140000000,1978,Indonesia,51455719099.9207,140665856.0
P003770,Republic of Indonesia,IDN,31000000,1978,Indonesia,51455719099.9207,140665856.0
P004254,Malaysia,MYS,13000000,1978,Malaysia,16358376511.2263,13123069.0
P010120,Nepal,NPL,30000000,1978,Nepal,1604162497.45945,14241403.0
P010121,Islamic Republic of Pakistan,PAK,12500000,1978,Pakistan,17820100626.2626,73194937.0
P000495,Republic of Chad,TCD,8300000,1978,Chad,1113920122.61212,4335645.0
P001118,Republic of Cote d'Ivoire,CIV,20000000,1978,Cote d'Ivoire,7900524897.8644,7585914.0
P001946,Republic of Niger,NER,5000000,1978,Niger,1774365587.8685102,5652355.0
P002834,Republic of Togo,TGO,5800000,1978,Togo,824263841.539264,2576469.0
P004079,Republic of Korea,KOR,110000000,1978,"Korea, Rep.",51700619834.7107,36969185.0
P007352,Republic of Honduras,HND,10500000,1978,Honduras,1929499950.0,3458104.0
P009730,Republic of India,IND,85000000,1978,India,135468782808.69,665502284.0
P001430,Republic of Liberia,LBR,13800000,1978,Liberia,717240400.0,1771256.0
P002572,Republic of the Sudan,SDN,16000000,1978,Sudan,7670500000.0,13510421.0
P004459,Republic of the Philippines,PHL,80000000,1978,Philippines,22706155475.3048,44866273.0
P005768,Republic of Yemen,YEM,10500000,1978,"Yemen, Rep.",46737580496.7801,7536764.0
P007154,Republic of El Salvador,SLV,23000000,1978,El Salvador,3127960000.0,4417516.0
P007155,Republic of El Salvador,SLV,9000000,1978,El Salvador,3127960000.0,4417516.0
P007278,Republic of Haiti,HTI,15000000,1978,Haiti,717240400.0,5450549.0
P001945,Republic of Niger,NER,4500000,1978,Niger,1774365587.8685102,5652355.0
P002712,United Republic of Tanzania,TZA,12000000,1978,Tanzania,2420260869.56522,17555494.0
P002713,United Republic of Tanzania,TZA,14000000,1978,Tanzania,2420260869.56522,17555494.0
P002714,United Republic of Tanzania,TZA,27500000,1978,Tanzania,2420260869.56522,17555494.0
P006288,Federative Republic of Brazil,BRA,100000000,1978,Brazil,654039198.238682,115577669.0
P007545,United Mexican States,MEX,200000000,1978,Mexico,102500000000.0,66039488.0
P003172,Republic of Zambia,ZMB,22500000,1978,Zambia,2813375000.0,5501445.0
P004456,Republic of the Philippines,PHL,150000000,1978,Philippines,22706155475.3048,44866273.0
P007806,Republic of Panama,PAN,12000000,1978,Panama,3244558600.0,1884515.0
P010119,Nepal,NPL,14500000,1978,Nepal,1604162497.45945,14241403.0
P001260,Republic of Kenya,KEN,23000000,1978,Kenya,5303734882.53446,15082994.0
P003775,Republic of Indonesia,IDN,10000000,1978,Indonesia,51455719099.9207,140665856.0
P005933,Argentine Republic,ARG,60000000,1978,Argentina,58082870733.54099,27277741.0
P006289,Federative Republic of Brazil,BRA,85000000,1978,Brazil,654039198.238682,115577669.0
P006292,Federative Republic of Brazil,BRA,88000000,1978,Brazil,654039198.238682,115577669.0
P009731,Republic of India,IND,14000000,1978,India,135468782808.69,665502284.0
P003027,Democratic Republic of the Congo,COD,9000000,1978,"Congo, Dem. Rep.",878771771.290882,24954655.0
P007547,United Mexican States,MEX,100000000,1978,Mexico,102500000000.0,66039488.0
P009178,Socialist Federal Republic of Yugoslavia,,73000000,1978,,,
P001379,Kingdom of Lesotho,LSO,6000000,1978,Lesotho,266559337.62649503,1243352.0
P004697,Kingdom of Thailand,THA,8600000,1978,Thailand,24006570178.1561,45423436.0
P005770,Republic of Yemen,YEM,11500000,1978,"Yemen, Rep.",46737580496.7801,7536764.0
P006291,Federative Republic of Brazil,BRA,114000000,1978,Brazil,654039198.238682,115577669.0
P006754,Republic of Colombia,COL,24800000,1978,Colombia,23263511958.0509,26502166.0
P007546,United Mexican States,MEX,56000000,1978,Mexico,102500000000.0,66039488.0
P007548,United Mexican States,MEX,47000000,1978,Mexico,102500000000.0,66039488.0
P007550,United Mexican States,MEX,16500000,1978,Mexico,102500000000.0,66039488.0
P008628,Portuguese Republic,PRT,21000000,1978,Portugal,23489924726.2774,9558250.0
P004460,Republic of the Philippines,PHL,15000000,1978,Philippines,22706155475.3048,44866273.0
P000803,Republic of The Gambia,GMB,5500000,1978,"Gambia, The",171836793.402694,567831.0
P001261,Republic of Kenya,KEN,50000000,1978,Kenya,5303734882.53446,15082994.0
P004358,The Independent State of Papua New Guine,PNG,3500000,1978,Papua New Guinea,1947947524.3334699,3125034.0
P009739,Republic of India,IND,105000000,1978,India,135468782808.69,665502284.0
P009740,Republic of India,IND,200000000,1978,India,135468782808.69,665502284.0
P004454,Republic of the Philippines,PHL,28000000,1978,Philippines,22706155475.3048,44866273.0
P000692,Federal Democratic Republic of Ethiopia,ETH,24000000,1978,Ethiopia,2768458431504.19,34068316.0
P001889,Republic of Mauritius,MUS,15000000,1978,Mauritius,1019630847.1111301,933499.0
P004462,Republic of the Philippines,PHL,60000000,1978,Philippines,22706155475.3048,44866273.0
P004889,People's Democratic Republic of Algeria,DZA,82000000,1978,Algeria,26364491313.4471,18212326.0
P005556,Syrian Arab Republic,SYR,58000000,1978,Syrian Arab Republic,9275203105.57946,8336418.0
P009728,Republic of India,IND,126000000,1978,India,135468782808.69,665502284.0
P001428,Republic of Liberia,LBR,13000000,1978,Liberia,717240400.0,1771256.0
P001888,Republic of Mauritius,MUS,15200000,1978,Mauritius,1019630847.1111301,933499.0
P003773,Republic of Indonesia,IDN,40000000,1978,Indonesia,51455719099.9207,140665856.0
P004082,Republic of Korea,KOR,120000000,1978,"Korea, Rep.",51700619834.7107,36969185.0
P009385,People's Republic of Bangladesh,BGD,25000000,1978,Bangladesh,13281767142.8571,77033846.0
P000341,Republic of Cameroon,CMR,13000000,1978,Cameroon,4409920643.6422,8122529.0
P000494,Republic of Chad,TCD,11500000,1978,Chad,1113920122.61212,4335645.0
P006285,Federative Republic of Brazil,BRA,24000000,1978,Brazil,654039198.238682,115577669.0
P006290,Federative Republic of Brazil,BRA,130000000,1978,Brazil,654039198.238682,115577669.0
P008350,Republic of Cyprus,CYP,8500000,1978,Cyprus,964026512.197839,673251.0
P008433,Hellenic Republic,GRC,60000000,1978,Greece,44270203153.9889,9429959.0
P008629,Portuguese Republic,PRT,40000000,1978,Portugal,23489924726.2774,9558250.0
P002573,Republic of the Sudan,SDN,25000000,1978,Sudan,7670500000.0,13510421.0
P002575,Republic of the Sudan,SDN,22000000,1978,Sudan,7670500000.0,13510421.0
P005253,Hashemite Kingdom of Jordan,JOR,14000000,1978,Jordan,2602748691.09948,2234594.0
P008706,Romania,ROU,85000000,1978,Romania,165154589680.297,21951464.0
P009179,Socialist Federal Republic of Yugoslavia,,80000000,1978,,,
P009180,Socialist Federal Republic of Yugoslavia,,100000000,1978,,,
P004461,Republic of the Philippines,PHL,2000000,1978,Philippines,22706155475.3048,44866273.0
P005010,Arab Republic of Egypt,EGY,40000000,1978,"Egypt, Arab Rep.",14849909490.6004,42004655.0
P009314,Islamic  Republic of Afghanistan,AFG,22000000,1978,Afghanistan,3300000108.88889,13237734.0
P009315,Islamic  Republic of Afghanistan,AFG,18000000,1978,Afghanistan,3300000108.88889,13237734.0
P005555,Syrian Arab Republic,SYR,40000000,1978,Syrian Arab Republic,9275203105.57946,8336418.0
P006915,Republic of Costa Rica,CRI,10600000,1978,Costa Rica,3523208809.8016295,2266154.0
P007353,Republic of Honduras,HND,5000000,1978,Honduras,1929499950.0,3458104.0
P000340,Republic of Cameroon,CMR,8500000,1978,Cameroon,4409920643.6422,8122529.0
P002300,Republic of Senegal,SEN,20000000,1978,Senegal,2591178368.03735,5315265.0
P004078,Republic of Korea,KOR,95000000,1978,"Korea, Rep.",51700619834.7107,36969185.0
P005009,Arab Republic of Egypt,EGY,53000000,1978,"Egypt, Arab Rep.",14849909490.6004,42004655.0
P007866,Republic of Paraguay,PRY,33000000,1978,Paraguay,2350329157.14286,3012829.0
P000175,Republic of Burundi,BDI,14000000,1978,Burundi,610225555.5555559,3913768.0
P004455,Republic of the Philippines,PHL,65000000,1978,Philippines,22706155475.3048,44866273.0
P004695,Kingdom of Thailand,THA,25000000,1978,Thailand,24006570178.1561,45423436.0
P005382,Kingdom of Morocco,MAR,18000000,1978,Morocco,13236854105.1672,19081718.0
P006293,Federative Republic of Brazil,BRA,110000000,1978,Brazil,654039198.238682,115577669.0
P007549,United Mexican States,MEX,50000000,1978,Mexico,102500000000.0,66039488.0
P010117,Nepal,NPL,5700000,1978,Nepal,1604162497.45945,14241403.0
P010118,Islamic Republic of Pakistan,PAK,35000000,1978,Pakistan,17820100626.2626,73194937.0
P002199,Republic of Rwanda,RWA,15000000,1978,Rwanda,905709147.27019,4803725.0
P004252,Malaysia,MYS,26000000,1978,Malaysia,16358376511.2263,13123069.0
P005934,Argentine Republic,ARG,105000000,1978,Argentina,58082870733.54099,27277741.0
P006755,Republic of Colombia,COL,13800000,1978,Colombia,23263511958.0509,26502166.0
P007277,Republic of Haiti,HTI,10000000,1978,Haiti,717240400.0,5450549.0
P001262,Republic of Kenya,KEN,30000000,1978,Kenya,5303734882.53446,15082994.0
P004696,Kingdom of Thailand,THA,110000000,1978,Thailand,24006570178.1561,45423436.0
P005855,Republic of Yemen,YEM,5200000,1978,"Yemen, Rep.",46737580496.7801,7536764.0
P002301,Republic of Senegal,SEN,11000000,1978,Senegal,2591178368.03735,5315265.0
P004693,Kingdom of Thailand,THA,33100000,1978,Thailand,24006570178.1561,45423436.0
P007419,Jamaica,JAM,18000000,1978,Jamaica,2644449232.29321,2105664.0
P007421,Jamaica,JAM,20000000,1978,Jamaica,2644449232.29321,2105664.0
P000257,Burkina Faso,BFA,8200000,1978,Burkina Faso,1475584037.28156,6530819.0
P000343,Republic of Cameroon,CMR,16500000,1978,Cameroon,4409920643.6422,8122529.0
P003776,Republic of Indonesia,IDN,109000000,1978,Indonesia,51455719099.9207,140665856.0
P004458,Republic of the Philippines,PHL,30000000,1978,Philippines,22706155475.3048,44866273.0
P009386,People's Republic of Bangladesh,BGD,21000000,1978,Bangladesh,13281767142.8571,77033846.0
P000342,Republic of Cameroon,CMR,29000000,1978,Cameroon,4409920643.6422,8122529.0
P002302,Republic of Senegal,SEN,6300000,1978,Senegal,2591178368.03735,5315265.0
